id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
1,"Ladies and gentlemen, we have a bill in which the government is transferring important paediatric hospital structures to a private law legal entity.  I have listened to the Minister. ","Κυρίες και κύριοι συνάδελφοι, έχουμε ένα νομοσχέδιο με το οποίο η Κυβέρνηση μεταφέρει σημαντικές παιδιατρικές νοσοκομειακές δομές σε νομικό πρόσωπο ιδιωτικού δικαίου  Άκουσα τον Υπουργό κ",privatization,privatization of healthcare,hospital privatization,-0.5,0.4,0.0,0.0,0.0,0.5,0.0,0.1,"[['ladies', 'none', '0.0'], ['gentlemen', 'none', '0.0'], ['government', 'organization', '0.869'], ['paediatric hospital', 'organization', '0.999'], ['private law legal entity', 'organization', '0.998'], ['minister', 'person', '0.988']]","[['ladies and gentlemen', 'group of people', '100%'], ['government', 'organization', '100%'], ['paediatric hospital', 'organization', '100%'], ['private law legal entity', 'organization', '100%'], ['minister', 'person', '100%']]"
2," Plevris to put forward his basic argument which says in essence that nothing changes, it was public and remains public, just by converting these structures into a legal entity under private law we have more flexibility, can get sponsorships, spend more money, invest more money in children's health in these oncology centres. Let me explain to you why things are not like that at all and why this is the worst form of privatisation.  Think about it, when you take a clinic or an oncology centre and you say to the management that you appoint directly as a minister-that's how it is-""get sponsorships to spend on top of the government grant""; think about it, the more successful the management is in finding sponsorships, the greater the dependence on those sponsorships in the future and the greater the dependence on those sponsorships, the greater the incentives for the next minister, after Mr.  Pleyris, to freeze the government grant or even reduce it and the greater the pressure on the next board to find sponsorships and the greater the dependence of the next and the next board on private potential sponsors.   You see, it's a vicious circle. "," Πλεύρη να καταθέτει το βασικό επιχείρημά του το οποίο λέει επί της ουσίας ότι δεν αλλάζει κάτι, δημόσιο ήταν και δημόσιο παραμένει, απλά με τη μετατροπή αυτών των δομών σε νομικό πρόσωπο ιδιωτικού δικαίου έχουμε περισσότερη ευλυγισία, μπορεί να πάρει χορηγίες, να ξοδέψει πιο πολλά χρήματα, να επενδύσει πιο πολλά χρήματα στην παιδική υγεία σ’ αυτά τα ογκολογικά κέντρα Επιτρέψτε μου να σας εξηγήσω γιατί τα πράγματα δεν είναι καθόλου έτσι και γιατί αυτό είναι η χειρότερη μορφή ιδιωτικοποίησης  Για σκεφτείτε, όταν παίρνεις μια κλινική ή ένα ογκολογικό κέντρο και λες στη διοίκηση την οποία διορίζεις εσύ κατευθείαν ως Υπουργός -έτσι είναι- «πάρτε χορηγίες για να τις ξοδέψετε επιπλέον της κρατικής επιχορήγησης», για σκεφτείτε, όσο πιο επιτυχημένη είναι η διοίκηση στο να βρίσκει χορηγίες, τόσο μεγαλύτερη η εξάρτηση μελλοντικά από αυτές τις χορηγίες και όσο μεγαλύτερη η εξάρτηση από αυτές τις χορηγίες, τόσο μεγαλύτερα τα κίνητρα για τον επόμενο Υπουργό, μετά τον κ  Πλεύρη, να παγώσει την κρατική επιχορήγηση ή και να τη μειώσει κιόλας και τόσο μεγαλύτερη η πίεση στο επόμενο διοικητικό συμβούλιο να βρει χορηγίες και τόσο μεγαλύτερη η εξάρτηση του επόμενου και του μεθεπόμενου διοικητικού συμβουλίου από ιδιώτες πιθανούς χορηγούς   Βλέπετε, είναι ένας φαύλος κύκλος",privatization,other,privatization of medical centers,-0.8,0.9,0.2,0.2,0.2,0.1,0.0,0.0,"[['plevris', 'person', '1.0']]","[['plevris', 'person', '1.0'], ['government', 'organization', '1.0'], ['political party', 'organization', '1.0'], ['country', 'location', '1.0'], ['oncology centers', 'organization', '1.0'], ['minister', 'person', '1.0'], ['board', 'group of people', '1.0']]"
3," As the dependence on private individuals who have to give larger and larger donations increases exponentially, so does the power of these individuals over the boards of directors.  The demands begin: 'I give you, but you have to give me something'.  And what is it that private sponsors require from a clinic.  We know, there is the experience of the United States.  Let me give you an example. "," Όσο αυξάνεται εκθετικά η εξάρτηση από τους ιδιώτες που πρέπει να δώσουν όλο και μεγαλύτερες χορηγίες, τόσο αυξάνεται η εξουσία αυτών των ιδιωτών πάνω στα διοικητικά συμβούλια  Αρχίζουν οι απαιτήσεις: «Να σας δώσω, αλλά πρέπει κι εσείς κάτι να μου δώσετε»  Και τι είναι αυτό που απαιτούν οι ιδιώτες χορηγοί από μια κλινική  Ξέρουμε, υπάρχει η εμπειρία των Ηνωμένων Πολιτειών  Να σας δώσω ένα παράδειγμα",corruption,corruption,private donors,-0.5,0.6,0.0,0.5,0.1,0.2,0.0,0.0,"[['united states', 'location', '0.9']]","[['united states', 'country', '0.6'], ['boards of directors', 'group of people', '0.5'], ['private sponsors', 'organization', '0.5'], ['clinic', 'organization', '0.4']]"
4," Clinical trials.  This dream that is happening in the United States.  In order to be able to get sponsorships from pharmaceutical companies or from individuals who have shares in pharmaceutical companies you have doctors who are forced, not to choose in the context of their own research, but are forced to convince the parents of the children of such a paediatric clinic or a clinic in general to participate in this kind of clinical trials, not of their own research projects, but of the pharmaceutical companies who are paying the dough to keep the clinic running, to be paid in the end, and to be able to continue to operate the clinic. "," Κλινικές δοκιμές  Αυτό το όνειδος που συμβαίνει στις Ηνωμένες Πολιτείες  Για να μπορέσουν να πάρουν χορηγίες από φαρμακευτικές επιχειρήσεις ή από ιδιώτες που έχουν μετοχές σε φαρμακευτικές επιχειρήσεις έχεις γιατρούς που αναγκάζονται, όχι επιλέγουν στο πλαίσιο μιας δικής τους έρευνας, αλλά αναγκάζονται να πείθουν τους γονείς των παιδιών μιας τέτοιας παιδιατρικής κλινικής ή γενικότερα μιας κλινικής να συμμετέχουν σε αυτού του είδους τις κλινικές δοκιμές όχι των δικών τους ερευνητικών προγραμμάτων, αλλά των φαρμακευτικών εταιρειών που σκάνε το παραδάκι για να συνεχίσει να λειτουργεί η κλινική, για να πληρώνονται τελικά και οι μισθοί των γιατρών",health,other,clinical trials,-0.7,0.25,0.0,0.1,0.5,0.1,0.0,0.0,"[['clinical trials', 'org', '1.0'], ['united states', 'gpe', '1.0'], ['pharmaceutical companies', 'org', '1.0'], ['individuals', 'misc', '0.75'], ['doctors', 'person', '0.75'], ['paediatric clinic', 'org', '1.0']]","[['united states', 'location', '1.0'], ['pharmaceutical companies', 'organization', '1.0'], ['pediatric clinic', 'organization', '0.7'], ['parents', 'group of people', '0.6'], ['clinical trials', 'organization', '1.0']]"
5,"So, through this back door, this Trojan horse - I'm combining these two metaphors - comes in and comes the complete abolition of any sense of public good, any sense of public function within these clinics. It is the worst combination of public and private that you are doing, ladies and gentlemen of the government.  Your American medical dream is a nightmare, as lived by American citizens, American nurses, American doctors, and you want to bring it here.  In fact, you want to bring it understaffed and underfunded even more in a country where we have far fewer potential donors.  They are the five or six known pimps of this country. And since we are talking about the five or six ""pimps"" of the country, this is not a theoretical project. ","Έτσι, μέσα από αυτή την κερκόπορτα, μπαίνει αυτός ο δούρειος ίππος –συνδυάζω αυτές τις δύο μεταφορές- και έρχεται η πλήρης κατάργηση οποιασδήποτε αίσθησης δημόσιου αγαθού, οποιασδήποτε αίσθησης δημόσιου λειτουργήματος μέσα σε αυτές τις κλινικές Είναι ο χειρότερος συνδυασμός του δημόσιου και του ιδιωτικού αυτό που κάνετε, κυρίες και κύριοι της Κυβέρνησης  Το αμερικανικό σας ιατρικό όνειρο είναι ένας εφιάλτης, όπως το ζουν οι Αμερικανοί πολίτες, οι Αμερικανοί νοσοκομειακοί, οι Αμερικανοί γιατροί και θέλετε να το φέρετε εδώ  Μάλιστα, θέλετε να το φέρετε και υποστελεχωμένο με ακόμα λιγότερα χρήματα σε μια χώρα που έχουμε πολύ λιγότερους πιθανούς χορηγούς  Είναι οι γνωστοί πέντε-έξι «νταβατζήδες» αυτής της χώρας Και μιας και μιλάμε για τους πέντε-έξι «νταβατζήδες» της χώρας, αυτό δεν είναι ένα θεωρητικό πρόταγμα",privatization,privatization of healthcare,privatization of healthcare,-0.9,0.9,0.0,0.75,0.7,0.75,0.0,0.2,"[['trojan horse', 'ne', '0.7'], ['american', 'ne', '0.9'], ['american citizens', 'ne', '0.6'], ['american nurses', 'ne', '0.6'], ['american doctors', 'ne', '0.6']]","[['trojan horse', 'organization', '0.4'], ['government', 'organization', '0.5'], ['american citizens', 'group of people', '0.8'], ['american nurses', 'group of people', '0.8'], ['american doctors', 'group of people', '0.8'], ['country', 'location', '0.8'], ['donors', 'group of people', '0.7'], ['pimps', 'group of people', '0.9.']]"
6," You're talking about a certain lady, Mrs.  Marianna Vardinoyannis, to whom she wants you to give this important structure. I remember some time ago we had a discussion here in relation to your bill to convert our core museums into legal entities. "," Μιλάτε για συγκεκριμένη κυρία, την κ  Μαριάννα Βαρδινογιάννη, στην οποία θέλει να δώσετε αυτή τη σημαντικότατη δομή Θυμάμαι πριν από λίγο καιρό που κάναμε μια συζήτηση εδώ σε σχέση με το νομοσχέδιό σας για την μετατροπή των βασικών μας μουσείων σε νομικά πρόσωπα",culture,museums,museum conversion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['mrs. marianna vardinoyannis', 'person', '1.0'], ['museums', 'organization', '1.0']]","[['marianna vardinoyannis', 'person', '0.95']]"
7," And then I had mentioned the model you had in mind, the Acropolis Museum, where on the Board of Directors you have Mrs.  Marianna Vardinoyannis and I had said that I imagine that in her CV what was decisive for her appointment to the Board of Directors was not her titles, but how much money she had.  Clear things. "," Και τότε είχα αναφερθεί στο μοντέλο που είχατε στο μυαλό σας, του Μουσείου της Ακρόπολης, όπου στο Διοικητικό Συμβούλιο έχετε την κ  Μαριάννα Βαρδινογιάννη και είχα πει ότι φαντάζομαι ότι στο βιογραφικό της αυτό το οποίο ήταν καθοριστικό για να διοριστεί στο Διοικητικό Συμβούλιο δεν ήταν οι τίτλοι της, αλλά ήταν το πόσα χρήματα είχε  Ξεκάθαρα πράγματα",corruption,privatization of public goods,board of directors,-0.7,1.0,0.0,0.5,0.8,1.0,0.0,0.2,"[['1. acropolis museum', 'org', '0.7876'], ['2. board of directors', 'org', '1.0'], ['3. marianna vardinoyannis', 'per', '0.9283'], ['4. cv', 'misc', '0.6682']]","[['marianna vardinoyannis', 'person', '1.0'], ['acropolis museum', 'organization', '1.0']]"
8," Answered the Minister, Mrs.  Mendoni that she was a Goodwill Ambassador of the United Nations.  It was because of her purse, not because of her accomplishments. "," Απάντησε η Υπουργός κ  Μενδώνη ότι ήταν Πρέσβειρα Καλής Θελήσεως των Ηνωμένων Εθνών  Λόγω του πορτοφολιού της ήταν, όχι λόγω των επιτευγμάτων της",other,other,goodwill ambassador,-0.4,0.8,0.0,0.6,0.85,0.5,0.0,0.1,"[['minister', 'person', '0.88'], ['mrs. mendoni', 'person', '1.0'], ['goodwill ambassador', 'organization', '1.0'], ['united nations', 'organization', '1.0.']]","[['minister', 'person', '0.85'], ['mrs. mendoni', 'person', '0.9'], ['goodwill ambassador', 'organization', '0.8'], ['united nations', 'organization', '0.9']]"
9,"And now you dare to give these basic paediatric and research oncology structures to Mr.  Vardinoyannis. Do you realise, ladies and gentlemen of the Government, what has happened in the last few weeks in this country?  The youth out there won't tolerate you anymore.  The course of history has changed. It is true that the privatisation, which you represent, has been hegemonic for a long time.  The idea that private is always better than public, the idea that privatisation is always a good thing to get away from bureaucracy, from the state, from corruption was really ingrained, it was hegemonic. ","Και τώρα τολμάτε να δίνετε αυτές τις βασικές παιδιατρικές και ερευνητικές ογκολογικές δομές στην κ  Βαρδινογιάννη Έχετε συνειδητοποιήσει, κυρίες και κύριοι της Κυβέρνησης, τι έχει συμβεί τις τελευταίες εβδομάδες σε αυτή τη χώρα  Η νεολαία εκεί έξω δεν σας ανέχεται πια  Έχει αλλάξει ο ρους της ιστορίας Είναι αλήθεια ότι η ιδιωτικομανία, την οποία εσείς εκπροσωπείτε, ήταν ηγεμονική εδώ και καιρό  Η ιδέα ότι το ιδιωτικό είναι πάντα καλύτερο από το δημόσιο, η ιδέα ότι η ιδιωτικοποίηση είναι πάντα κάτι καλό για να γλιτώσουμε από τη γραφειοκρατία, από το κράτος, από τη διαφθορά είχε πράγματι ριζώσει, ήταν ηγεμονική",privatization,hospital privatization,privatisation,-0.8,0.9,0.2,0.1,0.5,0.0,0.0,0.0,"[['mrs. vardinoyannis', 'person', 'probability: 0.5'], ['government', 'organization', 'probability: 0.5']]","[['mr. vardinoyannis', 'person', '0.9'], ['government', 'organization', '0.7'], ['youth', 'group of people', '0.6'], ['bureaucracy', 'organization', '0.5'], ['state', 'location', '0.5'], ['corruption', 'organization', '0.4.']]"
10," But not anymore, after Tempe.  You have understood this.  You have not understood it. What exactly are you saying to the young people and the young people out there. "," Όχι, όμως, πια μετά από τα Τέμπη  Το έχετε καταλάβει αυτό  Δεν το έχετε καταλάβει Τι ακριβώς λέτε στις νέες και στους νέους εκεί έξω",other,youth,misunderstandings,0.0,0.0,0.0,0.2,0.1,0.1,0.0,0.0,"[['tempe', 'location', '0.6'], ['young people', 'person', '0.8']]","[['tempe', 'location', '0.9']]"
11," I saw Mr.  Plevris on the Vardinoyannis family channel, STAR, explaining to a STAR employee of the Vardinoyannis family why he would give these particular hospital structures to Mr.  Vardinoyannis. "," Είδα τον κ  Πλεύρη στο κανάλι της οικογένειας Βαρδινογιάννη, στο STAR, να εξηγεί σε υπάλληλο του STAR της οικογένειας Βαρδινογιάννη, γιατί θα δώσει αυτές τις συγκεκριμένες νοσοκομειακές δομές στην κ  Βαρδινογιάννη",health,hospital privatization,hospital structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['mr. plevris', 'person', '0.99'], ['vardinoyannis family', 'organization', '1.0'], ['star', 'organization', '1.0'], ['mr. vardinoyannis', 'person', '0.99']]","[['mr. plevris', 'person', '0.8'], ['vardinoyannis family', 'group of people', '1.0'], ['star', 'organization', '1.0'], ['vardinoyannis', 'person', '0.9'], ['hospital structures', 'organization', '0.5']]"
12," Well, aren't you a little ashamed.  How much self-mutilation are you going to do anymore.  This is the model you are giving to the new generation.  To these five pimps you give everything. "," Καλά, δεν ντρέπεστε λιγάκι  Πόσο θα αυτοεξευτελίζεστε πια  Αυτό είναι το μοντέλο που δίνετε στη νέα γενιά  Σε αυτούς τους πέντε «νταβατζήδες» δίνετε τα πάντα",other,other,self-mutilation,-0.9,1.0,0.0,0.9,0.95,0.9,0.0,0.7,[],[]
13," Ladies and gentlemen, we in MERA25 have a specific proposal that does not only concern this particular case.  You know we dislike bureaucracy, we dislike statism, we dislike the oligarchic capital, but we also dislike the capital that is not oligarchic, the private individuals who decide and order what will happen with the colleges, what will happen with the private clinics, with the legal entities under private law.  We have a concrete proposal on how to save this country from both the inefficiency and corruption of the private sector and the inefficiency and corruption of statism. Our proposal is based on the idea of consultative councils made up of a majority of elected citizens, bodies to which the management of public structures will be accountable, bodies which will appoint the management of public structures.  Here's how the best of the state we have could be combined with the civil society out there.  You choose the worst combination of private and public. "," Κυρίες και κύριοι συνάδελφοι, εμείς στο ΜέΡΑ25 έχουμε μια συγκεκριμένη πρόταση που δεν αφορά μόνο τη συγκεκριμένη περίπτωση  Εμείς ξέρετε αντιπαθούμε τη γραφειοκρατία, αντιπαθούμε τον κρατισμό όπως αντιπαθούμε το ολιγαρχικό κεφάλαιο, αλλά και το κεφάλαιο που δεν είναι ολιγαρχικό, τους ιδιώτες που αποφασίζουν και διατάσσουν τι θα γίνει με τα κολέγια, τι θα γίνει με τις ιδιωτικές κλινικές, με τα νομικά πρόσωπα ιδιωτικού δικαίου  Εμείς έχουμε μια συγκεκριμένη πρόταση για το πώς θα γλυτώσει αυτή η χώρα τόσο από την αναποτελεσματικότητα και τη διαφθορά του ιδιωτικού τομέα, όσο και από την αναποτελεσματικότητα και τη διαφθορά του κρατισμού Η πρότασή μας βασίζεται στην ιδέα διαβουλευτικών συμβουλίων που να αποτελούνται από κληρωτούς στην πλειοψηφία τους και εκλεγμένους πολίτες, όργανα στα οποία θα λογοδοτούν οι διοικήσεις των δημόσιων δομών, όργανα τα οποία θα διορίζουν τις διοικήσεις των δημοσίων δομών  Να πώς μπορούσε να συνδυαστεί το καλύτερο του κράτους που έχουμε με την κοινωνία των πολιτών εκεί έξω  Εσείς επιλέγετε το χειρότερο συνδυασμό του ιδιωτικού και του δημοσίου",privatization,privatization of public goods,consultative councils,0.0,0.5,0.2,0.0,0.5,0.2,0.3,0.0,"[['mera25', 'org', '1.0']]","[['mera25', 'organization', '1.0'], ['citizens', 'group of people', '0.7'], ['public structures', 'organization', '0.5'], ['private individuals', 'group of people', '0.5'], ['colleges', 'organization', '0.5'], ['private clinics', 'organization', '0.5'], ['legal entities', 'organization', '0.5'], ['consultative councils', 'organization', '0.5'], ['the state', 'location', '0.5'], ['civil society', 'group of people', '0.5'], ['this country', 'country', '0.5']]"
14," Your bill, ladies and gentlemen of the government, is a remnant of a dark era of this combination.  Ultimately, in the climate of mourning for the Tempi, with the youth out there having rejected both your privatisation and statism, what we have an obligation today - and we as MPA25 are trying to live up to this obligation - is to propose ways in which public structures, public goods are under the control of civil society.  You lack any legitimacy to legislate right now.  You are at the end of a four-year term where you have basically destroyed what you could of the good parts of the public sector, giving it to the worst parts of the oligarchic private sector.  Lack of legitimacy.  It's time to dissolve Parliament, hold elections, leave the government.  "," Το νομοσχέδιό σας, κυρίες και κύριοι συνάδελφοι της Κυβέρνησης, είναι ένα απομεινάρι μιας σκοτεινής εποχής αυτού του συνδυασμού  Σε τελική ανάλυση υπό το κλίμα του πένθους για τα Τέμπη με τη νεολαία εκεί έξω να έχει απορρίψει τόσο την ιδιωτικομανία σας όσο και τον κρατισμό αυτό που έχουμε υποχρέωση σήμερα -και εμείς ως ΜέΡΑ25 προσπαθούμε να φανούμε αντάξιοι σε αυτή την υποχρέωση- είναι να προτείνουμε τρόπους με τους οποίους οι δημόσιες δομές, τα δημόσια αγαθά να είναι στον έλεγχο της κοινωνίας των πολιτών  Εσείς στερείστε οποιασδήποτε νομιμοποίησης να νομοθετείτε αυτή τη στιγμή  Είστε στο τέλος μιας θητείας τεσσάρων ετών όπου ουσιαστικά καταστρέψατε ό,τι μπορούσατε από τα καλά κομμάτια του δημοσίου, δίνοντας τα στα χειρότερα κομμάτια του ολιγαρχικού ιδιωτικού τομέα  Στερείστε νομιμοποίησης  Ήρθε η ώρα να διαλύσετε τη Βουλή, να κάνετε εκλογές, να φύγετε από την Κυβέρνηση",privatization,privatization of public goods,government legitimacy,-0.9,0.91,0.2,0.7,0.2,0.75,0.3,0.2,"[['tempi', 'event', '0.6614'], ['mpa25', 'organization', '0.9178'], ['parliament', 'organization', '0.7651']]","[['mpa25', 'organization', '1.0'], ['government', 'organization', '0.8'], ['tempi', 'location', '0.6'], ['civil society', 'group of people', '0.7'], ['parliament', 'organization', '0.6']]"
