id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
1,"(Foreign publication)- PRESS RELEASE - HELLENIC SOLUTION - FROM THE PRESS OFFICE OF HELLENIC SOLUTION: Speech of the President of Hellenic Solution Kyriakos Velopoulos in the Parliament, during the debate and vote on the principle, the articles and the whole draft law21/03/23Starting with the fact that we have a different approach to energy and energy-related issues, I would like to say that we have a different approach.  We've talked about it, we've proposed oil and gas exploration, we've warned about wind turbines and their toxic waste that in 20 years you won't know what to do with it.  You are a government working for wind turbines and it will be seen in the next few years who is right and who is wrong.  But you do not hear the voice of reason.  But 21 days have passed since the accident in Tempe and the loss of young people, children, and I see that the Prime Minister and the leader of the opposition did not come to the parliament to speak.  They know they are not doing the right thing and by their attitude they prove that they are cowards and do not take responsibility.  I won't go along with the Prime Minister's logic of telling Avtia - your man - that he supervises all the ministries, has antennas everywhere and knows what's going on.  He probably meant Predator. ","(Ξένη δημοσίευση)- ΑΝΑΚΟΙΝΩΣΗ ΤΥΠΟΥ- ΕΛΛΗΝΙΚΗ ΛΥΣΗ- ΑΠΟ ΤΟ ΓΡΑΦΕΙΟ ΤΥΠΟΥ ΕΛΛΗΝΙΚΗΣ ΛΥΣΗΣ: Ομιλία του Προέδρου της Ελληνικής Λύσης Κυριάκου Βελόπουλου στην Βουλή, κατά την συζήτηση και ψήφιση επί της αρχής, των άρθρων και του συνόλου του σχεδίου νόμου21/03/23Ξεκινώντας θα πω ότι εμείς έχουμε διαφορετική προσέγγιση σε ό,τι αφορά τα ενεργειακά  Έχουμε μιλήσει γι’ αυτό, έχουμε προτείνει εξορύξεις πετρελαίου και φυσικού αερίου, έχουμε προειδοποιήσει για τις ανεμογεννήτριες και τα τοξικά απόβλητά τους που μετά από 20 χρόνια δεν θα ξέρετε τι να τα κάνετε  Είστε μια κυβέρνηση που δουλεύετε για τις ανεμογεννήτριες και θα φανεί τα επόμενα χρόνια ποιος έχει δίκιο και ποιος έχει άδικο  Δεν ακούτε όμως την φωνή της λογικής  Πέρασαν όμως 21 μέρες από το δυστύχημα στα Τέμπη και την απώλεια νέων ανθρώπων, παιδιών, και βλέπω ότι ο πρωθυπουργός και ο αρχηγός της αξιωματικής αντιπολίτευσης δεν ήρθαν στην βουλή να μιλήσουν  Γνωρίζουν ότι δεν κάνουν το σωστό και με την στάση τους αποδεικνύουν ότι είναι δειλοί και δεν αναλαμβάνουν τις ευθύνες τους  Δεν θα μπω στην λογική του πρωθυπουργού που είπε στον Αυτιά -τον δικό σας άνθρωπο- ότι εποπτεύει όλα τα υπουργεία, έχει κεραίες παντού και γνωρίζει τι γίνεται  Μάλλον θα εννοούσε το Predator",energy,environment.,wind energy,energy-related issues,-0.5,0.5,0.3,0.1,0.4,0.3,0.2,0.1,"[['foreign publication', 'organization', '1.0'], ['press release', 'organization', '1.0'], ['hellenic solution', 'organization', '1.0'], ['press office of hellenic solution', 'organization', '1.0'], ['president of hellenic solution', 'person', '1.0'], ['kyriakos velopoulos', 'person', '1.0'], ['parliament', 'location', '1.0'], ['21/03/23', 'date', '1.0'], ['tempe', 'location', '1.0'], ['prime minister', 'person', '1.0'], ['leader of the opposition', 'person', '1.0'], ['avtia', 'person', '1.0'], ['predator', 'person', '1.0']]","[['kyriakos velopoulos', 'person', '1.0'], ['hellenic solution', 'organization', '1.0'], ['parliament', 'location', '1.0'], ['tempe', 'location', '1.0'], ['prime minister', 'person', '1.0'], ['leader of the opposition', 'group of people', '1.0'], ['avtia', 'person', '0.5'], ['predator', 'organization', '0.5']]"
2," But we did not see its antennas working in the case of Tempe.  Through their silence, the Prime Minister and the leader of the opposition admit that they are accomplices in the crime.  In any other case and in any other country, and after what the police chief has accused the government of, the government would have resigned in its entirety.  Mr Skoumas spoke clearly about the parastatal of the Southwest.  He denounces that he was dismissed by the Kysea a month after the renewal of his term of office, because ""unknown power centers"" requested it from Maximou.  And you didn't have the decency to resign. "," Όμως δεν είδαμε τις κεραίες του να λειτουργήσουν στην περίπτωση των Τεμπών  Δια της σιωπής τους πρωθυπουργός και αρχηγός της αξιωματικής αντιπολίτευσης ομολογούν ότι είναι συνένοχοι στο έγκλημα  Σε οποιαδήποτε άλλη περίπτωση και σε οποιαδήποτε άλλη χώρα και μετά από όσα καταλόγισε στην κυβέρνηση ο αρχηγός της αστυνομίας, η κυβέρνηση θα είχε παραιτηθεί σύσσωμη  Ο κος Σκούμας μίλησε ξεκάθαρα για παρακράτος του ΝΔ  Καταγγέλλει ότι καρατομήθηκε από το ΚΥΣΕΑ ένα μήνα μετά την ανανέωση της θητείας του, επειδή το ζήτησαν από το Μαξίμου «άγνωστα κέντρα εξουσίας»  Και εσείς δεν είχατε την ευθιξία να παραιτηθείτε",corruption,accountability,police violence,political scandal,-0.8,0.8,0.0,0.6,0.8,0.2,0.0,0.0,"[['tempe', 'location', '0.6'], ['prime minister', 'person', '0.9'], ['leader of the opposition', 'person', '0.6'], ['police chief', 'person', '0.8'], ['government', 'organization', '0.7'], ['mr skoumas', 'person', '0.6'], ['southwest', 'location', '0.4'], ['kysea', 'organization', '0.6'], ['maximou', 'person', '0.5']]","[['tempe', 'location', '1.00'], ['prime minister', 'person', '1.00'], ['leader of the opposition', 'group of people', '1.00'], ['kysea', 'organization', '1.00'], ['southwest (parastatal)', 'organization', '1.00'], ['maximou', 'organization', '1.00']]"
3, They asked him to strip sections of men to make them available as guards for interference station executives.  Who are they?  The canal lords and oligarchs who are your friends.  They didn't take into account his recommendations on the crises. ," Του ζητούσαν να απογυμνώσει τμήματα από άνδρες, για να τους διαθέσει ως φρουρούς σε στελέχη σταθμών διαπλοκής  Ποιοι είναι αυτοί  Οι καναλάρχες και οι ολιγάρχες που είναι φίλοι σας  Δεν έλαβαν υπ’ όψιν τους τις εισηγήσεις του για τις κρίσεις",corruption,corruption,oligarchy,exploitation,-0.8,0.7,0.0,0.4,0.5,0.9,0.0,0.0,[],"[['1. interference station executives', 'organization', '0.8'], ['2. canal lords and oligarchs', 'group of people', '0.8']]"
4," This is the burial of the staff state of the Southwest.  Control the Justice, control the Police.  You are not building a state but a parastate.  You are building a new North Korea. "," Αυτός είναι ο ενταφιασμός του επιτελικού κράτους της ΝΔ  Ελέγχετε την Δικαιοσύνη, ελέγχετε την Αστυνομία  Δεν φτιάχνετε κράτος αλλά παρακράτος  Φτιάχνετε μια νέα Βόρεια Κορέα",other,justice,judicial independence,southwest state,-0.9,1.0,0.75,0.8,0.8,0.8,0.3,0.3,"[['southwest', 'state', '0.9'], ['justice', 'organization', '0.7'], ['police', 'organization', '0.8'], ['north korea', 'country', '0.9']]","[['southwest', 'location', '0.5'], ['justice', 'organization', '0.7'], ['police', 'organization', '0.7'], ['north korea', 'country', '0.9']]"
5, The seven years pale before you.  And you're afraid of bracelets.  Are you afraid of going to jail. , Η επταετία ωχριά μπροστά σας  Και φοβάστε τα βραχιολάκια  Φοβάστε μην πάτε φυλακή,justice,justice,impunity,fear,-0.7,0.6,0.0,0.2,0.8,0.6,0.0,0.2,[],[]
6," Proof.  The decision of the Florina court -a political decision- and of a Mrs. Tsimeroglou, who defied Mr. Doyakos, who sent an order to change the decision on the pseudo body shop in Florina.  We will pursue it by every legal means.  He sacrificed Greece and Macedonia at the urging of the government.  Here is the decision (filed in the minutes).  I accuse you of intervening on the Macedonia issue, I accuse you of doing nothing on the Prespa Agreement, I accuse you of cancelling the rallies.  The silence of the Macedonian MPs 172 times, as many as the violations of the Prespa agreement committed by Skopje, is proof that Zaev's ""thank you"" did not go in vain, it did not go without a fight. "," Απόδειξη  Η απόφαση του δικαστηρίου Φλώρινας -μία πολιτική απόφαση- και κάποιας κας Τσιμέρογλου, που αψήφισε τον κο Ντογιάκο, που έστειλε εντολή να αλλαχτεί η απόφαση για το ψευτοσωματείο στην Φλώρινα  Εμείς θα την κυνηγήσουμε με κάθε νόμιμο μέσο  Θυσίασε την Ελλάδα και την Μακεδονία με προτροπή της κυβέρνησης  Εδώ είναι η απόφαση (κατάθεση στα πρακτικά)  Σας κατηγορώ ότι κάνατε παρέμβαση για το θέμα της Μακεδονίας, σας κατηγορώ ότι δεν κάνατε τίποτε για την Συμφωνία των Πρεσπών, σας κατηγορώ ότι ακυρώσατε τα συλλαλητήρια  Η σιωπή των βουλευτών της Μακεδονίας 172 φορές, όσες και οι παραβιάσεις της συμφωνίας των Πρεσπών που έκαναν τα Σκόπια, είναι η απόδειξη ότι το «ευχαριστώ» του Ζάεφ δεν πήγε άσκοπα, δεν πήγε άκοπα",political parties,national security.,other,florina court decision,-0.8,0.9,0.5,0.7,0.9,0.6,0.6,0.2,"[['florina court', 'organization', '0.8'], ['mrs. tsimeroglou', 'person', '0.7'], ['mr. doyakos', 'person', '0.5'], ['greece', 'location', '0.7'], ['macedonia', 'location', '0.7'], ['prespa agreement', 'organization', '0.7'], ['macedonian mps', 'organization', '0.6'], ['skopje', 'location', '0.5'], ['zaev', 'person', '0.6']]","[['florina court', 'location', '1.0'], ['mrs. tsimeroglou', 'person', '1.0'], ['mr. doyakos', 'person', '1.0'], ['government', 'organization', '1.0'], ['greece', 'country', '1.0'], ['macedonia', 'country', '1.0'], ['prespa agreement', 'date', '1.0'], ['macedonian mps', 'group of people', '1.0'], ['skopje', 'location', '1.0'], ['zaev', 'person', '1.0']]"
7," You talk about Justice and here, here, there was a survey on corruption and 75% of Greeks believe that judges in Greece are corrupt.  You had the opportunity in 2019 to create another state that loves the Greek people, that does not let them go hungry, a state in which there is equality and justice.  Instead, you chose to build a government, which moves on the razor's edge of fascist governance.  We will always tell the truth. "," Μιλάτε για Δικαιοσύνη και ορίστε, εδώ, έγινε έρευνα για την διαφθορά και το 75% των Ελλήνων πιστεύει ότι οι δικαστές στην Ελλάδα είναι διεφθαρμένοι  Είχατε την δυνατότητα το 2019 να φτιάξετε ένα άλλο κράτος, που να αγαπά τον Έλληνα, να μην τον αφήνει να πεινάει, ένα κράτος στο οποίο να υπάρχει ισονομία και ισοδικία  Αντ’ αυτού εσείς προτιμήσατε να φτιάξετε μια κυβέρνηση, η οποία κινείται πάνω στο ξυράφι της φασίζουσας διακυβέρνησης  Εμείς θα λέμε πάντα την αλήθεια",corruption,justice,corruption,corruption,-0.8,0.85,0.2,0.7,0.2,0.7,0.5,0.1,"[['justice', 'person', '0.8'], ['greeks', 'norp', '0.8'], ['greece', 'gpe', '0.6'], ['2019', 'date', '0.6']]","[['greeks', 'group of people', '0.75'], ['judges', 'person', '1.0'], ['greece', 'location', '1.0'], ['2019', 'date', '1.0']]"
8,"And what have you brought to parliament.  For centuries there have been wars over water.  Where water has been privatised (Germany, France, Bolivia, Ecuador) we have had a tripling of the price of water.  Result: people could not pay.  According to UN estimates, by 2035 40% of the world's population will be living in water scarcity conditions.  The big companies, especially Nestle, which is part of Blackroc, because of water scarcity, are demanding that water cease to be considered a commodity.  That is, to be freely available to people.  While all Greeks are mourning for the accident that happened in Tempe you go to pass ""night"" such an essential change.  You are going to privatise water. Don't start making excuses that that's not the way things are and that you do it differently. ","Και τι φέρατε στη βουλή  Αιώνες τώρα γίνονται πόλεμοι για το νερό  Όπου έχει ιδιωτικοποιηθεί το νερό (Γερμανία, Γαλλία, Βολιβία, Εκουαδόρ) είχαμε τριπλασιασμό της τιμής του  Αποτέλεσμα: ο κόσμος δεν μπορούσε να πληρώσει  Σύμφωνα με τους υπολογισμούς του ΟΗΕ, έως το 2035 το 40% του παγκόσμιου πληθυσμού θα ζει σε συνθήκες λειψυδρίας  Οι μεγάλες εταιρείες, και δη η Nestle, που είναι τμήμα της Blackroc, λόγω της λειψυδρίας, απαιτούν να πάψει να θεωρείται το νερό αγαθό  Δηλαδή να διατίθεται ελεύθερα στους ανθρώπους  Ενώ όλοι οι Έλληνες πενθούμε για το δυστύχημα που έγινε στα Τέμπη εσείς πάτε να περάσετε «νύχτα» μία τόσο ουσιαστική αλλαγή  Πάτε να ιδιωτικοποιήσετε το νερό Μην αρχίσετε τις δικαιολογίες ότι δεν είναι έτσι τα πράγματα και ότι εσείς το κάνετε αλλιώς",privatization,privatization,privatization of water,water privatization,-0.7,0.7,0.2,0.35,0.2,0.7,0.5,0.0,"[['parliament', 'organization', '1.0'], ['germany', 'country', '1.0'], ['france', 'country', '1.0'], ['bolivia', 'country', '1.0'], ['ecuador', 'country', '1.0'], ['un', 'organization', '1.0'], ['nestle', 'organization', '1.0'], ['blackroc', 'organization', '1.0'], ['greeks', 'nationality', '1.0'], ['tempe', 'location', '1.0']]","[['parliament', 'organization', '0.5'], ['germany', 'location', '0.7'], ['france', 'location', '0.7'], ['bolivia', 'location', '0.7'], ['ecuador', 'location', '0.7'], ['un', 'organization', '0.8'], ['nestle', 'organization', '0.8'], ['blackroc', 'organization', '0.7'], ['greeks', 'group of people', '0.6'], ['tempe', 'location', '0.8']]"
9," No action is taken directly.  All done step by step.  And I wonder about the short memory of both SYRIZA and its voters.  Why SYRIZA opened the door for the privatization of water.  The SYRIZA government submitted a multi-bill (2017-2018) which provides that: the public shares in EYDAP and EYATH are transferred automatically and without consideration to the public holding company.  That is to say, the Ypertha Fund. ", Καμμία κίνηση δεν γίνεται άμεσα  Όλες γίνονται βήμα – βήμα  Και απορώ με την κοντή μνήμη και του ΣΥΡΙΖΑ αλλά και των ψηφοφόρων του  Γιατί ο ΣΥΡΙΖΑ άνοιξε την Κερκόπορτα για την ιδιωτικοποίηση του νερού  Η κυβέρνηση ΣΥΡΙΖΑ κατέθεσε πολυνομοσχέδιο (2017-2018) που προβλέπει ότι: οι μετοχές του δημοσίου σε ΕΥΔΑΠ και ΕΥΑΘ μεταβιβάζονται αυτοδικαίως και χωρίς αντάλλαγμα στην εταιρεία δημοσίων συμμετοχών  Δηλαδή στο Υπερταμείο,privatization,privatization,privatization of water,water privatization,-0.5,0.2,0.0,0.1,0.1,0.0,0.0,0.0,"[['syriza', 'organization', '0.9'], ['eydap', 'organization', '0.7'], ['eyath', 'organization', '0.7'], ['ypertha fund', 'organization', '0.7']]","[['syriza', 'organization', '0.9'], ['eydap', 'organization', '0.8'], ['eyath', 'organization', '0.8'], ['ypertha fund', 'organization', '0.7']]"
10," (LAW 4512/2018 (A'5 17/1/2018) ARTICLE 380, amendments to LAW 4389/2016 (A'94) for EESYP).  So one buys and the other drinks.  One makes laws and the other implements them.  You are exactly the same. "," (ΝΟΜΟΣ 4512/2018 (Α’5 17/1/2018) ΑΡΘΡΟ 380, τροποποιήσεις ΝΟΜΟΥ 4389/2016 (Α’94) για ΕΕΣΥΠ)  Δηλαδή ο ένας κερνάει και ο άλλος πίνει  Ο ένας νομοθετεί και ο άλλος εφαρμόζει  Είστε ίδιοι ακριβώς",other,accountability,other,legislation,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.0,"[['law 4512/2018', 'law', '1.0'], ['law 4389/2016', 'law', '1.0'], ['eesyp', 'org', '1.0']]","[['law 4512/2018', 'organization', '1.0'], ['law 4389/2016', 'organization', '1.0'], ['eesyp', 'organization', '1.0']]"
11," Disagree on the small things and agree on the big things.  After 10 years the ENGINEERING of Emfietzoglou appeared to strike a public project: the speculation of water privatization through PPPs. The state hands over to RAE its regulatory, statutory, licensing, licensing, sanctioning, pricing powers.  The acts of RAE are enforceable, not subject to any control of legality or feasibility by the competent minister.  What are the independent authorities: the parties get together and say we're going to put Mr. so-and-so as chairman of the Authority and members from all parties, with high salaries.  You create party authorities, a parastate that acts according to your orders. "," Διαφωνείτε στα μικρά και συμφωνείτε στα μεγάλα  Μετά από 10 χρόνια η ΜΗΧΑΝΙΚΗ του Εμφιετζόγλου εμφανίστηκε για να χτυπήσει δημόσιο έργο: την κερδοσκοπία της ιδιωτικοποίησης του νερού μέσω ΣΔΙΤ Το κράτος παραδίδει στην ΡΑΕ τις ρυθμιστικές, κανονιστικές, αδειοδοτικές, κυρωτικές, τιμολογιακές αρμοδιότητές του  ΟΙ πράξεις της ΡΑΕ είναι εκτελεστές, δεν υπόκεινται σε κανένα έλεγχο νομιμότητας ή σκοπιμότητας από τον αρμόδιο υπουργό  Οι ανεξάρτητες αρχές τι είναι: μαζεύονται τα κόμματα και λένε θα βάλουμε τον κο τάδε πρόεδρο της Αρχής και μέλη από όλα τα κόμματα, με υψηλούς μισθούς  Δημιουργείτε κομματικές αρχές, ένα παρακράτος που δρα σύμφωνα με τις εντολές σας",privatization,privatization.,other,water privatization,0.0,0.3,0.5,0.2,0.0,0.5,0.0,0.0,"[['emfietzoglou', 'person', '0.8'], ['ppp', 'organization', '0.5'], ['rae', 'organization', '1.0']]","[['emfietzoglou', 'organization', '0.75'], ['rae', 'organization', '0.75'], ['minister', 'person', '0.75']]"
12," But water is not a commercial product. Don't do this.  Take it back now.  The result of water privatisation in Europe has been tragic.  Paris, Berlin, Berlin, Britain privatised water and the result was a 40% increase in bills.  In Britain, the Environment Agency has condemned English water companies for water pollution levels in 2019, resulting in the deaths of thousands of birds and fish.  In Paris, water supply finally re-municipalised.  You come now to do what the Europeans did 20 years ago and then after another 20 years we'll take it back.  But that's not politics, it's your usual ""let's go wherever we go"". Who are behind water privatisation.  Interested ""completely coincidentally"" by the uninformed: ACTOR, TERNA-INTRACAT JOINT VENTURE. "," Όμως το νερό δεν είναι εμπορικό προϊόν Μην το κάνετε αυτό  Πάρτε το τώρα πίσω  Το αποτέλεσμα της ιδιωτικοποίησης του νερού στην Ευρώπη ήταν τραγικό  Το Παρίσι, το Βερολίνο, η Βρετανία προχώρησαν σε ιδιωτικοποίηση των υδάτων και αποτέλεσμα ήταν η αύξηση των λογαριασμών κατά 40%  Στη Βρετανία η Υπηρεσία Περιβάλλοντος καταδίκασε τις αγγλικές εταιρείες υδάτων για τα επίπεδα ρύπανσης των υδάτων το 2019, με αποτέλεσμα το θάνατο χιλιάδων πτηνών και ψαριών  Στο Παρίσι τελικά η ύδρευση επαναδημοτικοποιήθηκε  Έρχεστε τώρα να κάνετε αυτό που έκαναν οι Ευρωπαίοι πριν 20 χρόνια και μετά από άλλα 20 χρόνια να το πάρουμε πίσω κι εμείς  Μα αυτό δεν είναι πολιτική είναι το γνωστό σας «πάμε κι όπου βγει» Ποιοι βρίσκονται πίσω από την ιδιωτικοποίηση του νερού  Ενδιαφέρονται «εντελώς συμπτωματικά» οι άσχετοι: ΑΚΤΩΡ, ΚΟΙΝΟΠΡΑΞΙΑ ΤΕΡΝΑ – ΙΝΤΡΑΚΑΤ",privatization,privatization,other,water privatisation,-0.9,0.9,0.2,0.4,0.5,0.9,0.2,0.2,"[['europe', 'location', '1.0'], ['paris', 'location', '1.0'], ['berlin', 'location', '1.0'], ['britain', 'location', '1.0'], ['environment agency', 'organization', '1.0'], ['english', 'language', '1.0'], ['2019', 'date', '1.0'], ['paris', 'location', '1.0'], ['actor', 'organization', '1.0'], ['terna-intracat joint venture', 'organization', '1.0']]","[['europe', 'location', '1.0'], ['paris', 'location', '1.0'], ['berlin', 'location', '0.5'], ['britain', 'country', '1.0'], ['the environment agency', 'organization', '1.0'], ['english water companies', 'organization', '1.0'], ['actor', 'organization', '1.0'], ['terna-intracat joint venture', 'organization', '1.0'], ['2019', 'date', '1.0']]"
13," EYDAP, which is responsible, was thrown out.  You put your oligarch friends back in and threw out the competent.  The oligarchs are the enemies of the Greek people.  But it is one thing to do business and another thing to ""drink the blood of the Greeks"". ", Η ΕΥΔΑΠ που είναι αρμόδια πετάχτηκε απ’ έξω  Βάλατε τους ολιγάρχες φίλους σας πάλι και πετάξατε έξω την αρμόδια  Εχθροί του ελληνικού λαού είναι οι ολιγάρχες  Είναι άλλο πράγμα το επιχειρείν όμως και άλλο πράγμα το «πίνω το αίμα των Ελλήνων»,other,corruption,oligarchy,eydap,-0.8,0.9,0.8,0.65,0.8,0.8,0.8,0.2,"[['eydap', 'organization', '1.0'], ['greek', 'nationality', '0.5'], ['oligarch', 'group', '0.7']]","[['eydap', 'organization', '0.9'], ['greek people', 'group of people', '0.9'], ['oligarchs', 'group of people', '0.9'], ['greeks', 'group of people', '0.8'], ['greek', 'country', '0.7.']]"
