id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
1,"Dear friends, dear girlfriends.  On behalf of the Central Committee of the KKE.  I would also like to welcome you and thank you for your presence at this meeting today.  Thank you and for your useful and valuable contributions. ","Αγαπητοί φίλοι, αγαπητές φίλες  Εκ μέρους της Κεντρικής Επιτροπής του ΚΚΕ  Θα ήθελα και εγώ από τη μεριά μας να σας καλωσορίσω και να σας ευχαριστήσουμε για την παρουσία σας στη σημερινή αυτή συνάντηση  Σας ευχαριστούμε και για τις χρήσιμες και πολύτιμες παρεμβάσεις σας",other,other,other,meeting,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['central committee', 'org', '0.8901'], ['kke', 'org', '0.8901']]","[['kke', 'organization', '0.8'], ['central committee', 'group of people', '0.6']]"
2," We seek to strengthen reflection.  The debate, but also the struggle.  And the claim. "," Επιδιώκουμε να δυναμώσει ο προβληματισμός  Η συζήτηση, αλλά και ο αγώνας  Και η διεκδίκηση",democracy,democracy,self reflection,reflection,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,[],[]
3," For all that is necessary to walk with stability on the path of social integration of the Roma.  On the way to a definitive solution to a chronic social problem.  You are well aware that the Communist Party of Greece does not deal with this serious social question casually.  We are the party that consistently and consistently supports the just demands of the official Roma trade unions to stop the shameful images in the various camps that have tragic results for the lives of the Roma themselves, but also for the rest of the people living or working in the surrounding areas.  And from this platform we literally shake hands with the President, the Board of Directors of the Confederation of Greek Roma, Ellan Passe, and its scientific partners who continue a titanic, a very great effort.  Without the necessary state support for this valuable work, without the necessary funding, without the necessary material support to fight the battle from better positions. "," Για όλα αυτά που είναι αναγκαία για να βαδίσουμε με σταθερότητα στο δρόμο της κοινωνικής ένταξης των Ρομά  Στο δρόμο της οριστικής επίλυσης ενός χρόνιου κοινωνικού προβλήματος  Γνωρίζετε καλά ότι το Κομμουνιστικό, Ελλάδας δεν ασχολείται με αυτό το σοβαρό κοινωνικό ζήτημα ευκαιριακά  Είμαστε το κόμμα που με σταθερότητα με συνέπεια στηρίζουμε δίκαιες διεκδικήσεις των επίσημων συνδικαλιστικών οργάνων των Ρομά για να σταματήσουν οι εικόνες ντροπής στους διάφορους καταυλισμούς που έχουν τραγικά αποτελέσματα για τις ζωές των ίδιων των Ρομά, αλλά και για τον υπόλοιπο λαό που κατοικεί ή εργάζεται στις γύρω περιοχές  Και από αυτό το βήμα σφίγγουμε κυριολεκτικά το χέρι στον πρόεδρο, στο Διοικητικό Συμβούλιο της συνομοσπονδίας Ελλήνων Ρομά Ελλαν Πασσε στους επιστημονικούς της συνεργάτες που συνεχίζουν μία τιτάνια, μία πολύ μεγάλη προσπάθεια  Χωρίς την αναγκαία κρατική στήριξη σε αυτό το πολύτιμο έργο τους, χωρίς την αναγκαία χρηματοδότηση, χωρίς την αναγκαία υλική στήριξη για να δώσουν τη μάχη από καλύτερες θέσεις",social state,social state,roma community,social integration of roma,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,"[['communist party of greece', 'organization', '1.0'], ['roma', 'ethnic group', '1.0'], ['official roma trade unions', 'organization', '1.0'], ['confederation of greek roma', 'organization', '1.0'], ['ellan passe', 'organization', '1.0']]","[['communist party of greece', 'organization', '1.0'], ['roma', 'group of people', '1.0'], ['official roma trade unions', 'group of people', '0.8'], ['president', 'person', '0.6'], ['board of directors', 'group of people', '0.6'], ['confederation of greek roma', 'organization', '0.9'], ['ellan passe', 'group of people', '0.6']]"
4," On the occasion of the International Roma Day which is tomorrow 8 April, our thoughts are with the thousands of Roma who live under miserable conditions in the dozens of camps where they live without electricity, without drinking water, without any infrastructure, without any state care for the protection of the health of all these people.  Our mind and thought.  It is found simultaneously in the thousands of bio-framers. "," Με αφορμή την Παγκόσμια ημέρα των Ρομά που είναι αύριο 8 Απρίλη, η σκέψη μας βρίσκεται στους χιλιάδες Ρομά που ζουν κάτω από άθλιες από αντίξοες συνθήκες στους δεκάδες καταυλισμούς όπου ζουν χωρίς ηλεκτρικό ρεύμα, χωρίς πόσιμο νερό, χωρίς καμία υποδομή, χωρίς καμία κρατική μέριμνα για την προστασία της υγείας όλων αυτών των συνανθρώπων μας  Το μυαλό και η σκέψη μας  Βρίσκεται ταυτόχρονα στους χιλιάδες βιοπαλαιστές",other,social state,roma community,roma community,-0.9,0.85,0.0,0.0,0.0,0.0,0.0,0.0,"[['international roma day', 'event', '1.0'], ['roma', 'organization', '1.0']]","[['international roma day', 'date', '1.0'], ['roma', 'group of people', '1.0'], ['state', 'organization', '0.5']]"
5," To the Roma who, through personal sacrifice and personal struggle, managed to study, to join the workforce, to overcome the obstacles imposed on them by the official state and the racist hatred of various groups, mainly fascist groups.  To all those who, by their example, refute all this unacceptable.  Arguments that want to attribute the miserable situation experienced by the Roma to alleged characteristics of the race in order to hide the social causes of this problem.  Our thoughts are also with social workers, teachers, mediators, lawyers involved in the defence of human rights.  It is also found in other scientists who give battle every day in the field and their only reward is literally the daily even small results of this arduous, complex mission that they have undertaken, all of them today can utilize their experience, to realize more deeply what we have often said. "," Στους Ρομά που με προσωπικό αγώνα με προσωπικές θυσίες κατάφεραν να σπουδάσουν, να ενταχθούν στην εργασία, να προσπεράσουν εμπόδια που τους έβαζε το επίσημο κράτος και το ρατσιστικό μίσος διαφόρων ομάδων, κυρίως φασιστικών ομάδων  Σε όλους αυτούς που με το παράδειγμά τους καταρρίπτουν όλη αυτή την απαράδεκτη  Επιχειρηματολογία που θέλουν να αποδώσουν την άθλια κατάσταση που βιώνουν οι Ρομά σε δήθεν χαρακτηριστικά της φυλής για να κρυφτούν έτσι τα κοινωνικά αίτια αυτού του προβλήματος  Επίσης, η σκέψη μας βρίσκεται στους κοινωνικούς λειτουργούς, στους εκπαιδευτικούς, στους διαμεσολαβητές, στους νομικούς που ασχολούνται με την υπεράσπιση των ανθρωπίνων δικαιωμάτων  Βρίσκεται σε άλλους επιστήμονες επίσης που δίνουν μάχη καθημερινά μέσα στο πεδίο και μοναδική μόνοι τους αμοιβή είναι κυριολεκτικά τα καθημερινά έστω μικρά αποτελέσματα αυτής της κοπιαστικής, της σύνθετης αποστολής που έχουν αναλάβει όλοι αυτοί σήμερα μπορούν να αξιοποιήσουν την πείρα τους, να συνειδητοποιήσουν πιο βαθιά αυτό που πολλές φορές έχουμε πει",other,social state,roma community,roma struggle,0.7,0.2,0.0,0.1,0.0,0.0,0.0,0.0,"[['roma', 'group', '1.0'], ['fascist groups', 'group', '0.9'], ['social workers', 'occupation', '1.0'], ['teachers', 'occupation', '1.0'], ['mediators', 'occupation', '1.0'], ['lawyers', 'occupation', '1.0']]","[['roma', 'group of people', '1.0'], ['fascist groups', 'group of people', '0.9'], ['social workers', 'group of people', '0.8'], ['teachers', 'group of people', '0.7'], ['mediators', 'group of people', '0.8'], ['lawyers', 'group of people', '0.7'], ['human rights', 'organization', '0.9'], ['scientists', 'group of people', '0.8']]"
6," What the KKE has pointed out many times, namely that in the face of every effort to improve our lives in order to solve chronic or even new social problems, we find an obstacle in the way of a state that is literally hostile to the people.  The state that considers the protection of the life and property of the people to be a cost.  From natural disasters. "," Αυτό που πολλές φορές έχει επισημάνει το ΚΚΕ, ότι δηλαδή απέναντι σε κάθε προσπάθεια για να βελτιώσουμε τη ζωή μας για να επιλύσουμε χρόνια ή και νέα κοινωνικά προβλήματα, απέναντί μας βρίσκουμε εμπόδιο ένα κράτος που είναι κυριολεκτικά εχθρικό απέναντι στο λαό  Το κράτος που θεωρεί κόστος την προστασία της ζωής της περιουσίας του λαού  Από φυσικές καταστροφές",civil protection,civil protection,natural disasters,state hostility,-0.8,0.8,0.2,0.4,0.2,0.3,0.1,0.0,"[['kke', 'org', '1']]","[['kke', 'organization', '0.9']]"
7," For example, the state that considers the cost of critical infrastructure as goods for the life of the people, such as the railways with the tragedy of the Tempi River that we recently experienced, such as water, such as public health and so much more.  It is the state itself that considers all the necessary and substantial measures that can contribute to the solution of the complex issue of the social integration of the Roma to be costly.  A state hostile to what is necessary to decisively improve the lives of the majority of our people is at the same time becoming too.  You see friendly and effective.  Only to serve to serve the profits of a few big business groups.  Friends and friends. "," Για παράδειγμα, το κράτος που θεωρεί κόστος κρίσιμες υποδομές αγαθά για τη ζωή του λαού, όπως είναι ο σιδηρόδρομος με την τραγωδία των Τεμπών που ζήσαμε πρόσφατα, όπως είναι το νερό, όπως είναι η δημόσια υγεία και τόσα άλλα  Είναι το ίδιο το κράτος αυτό που θεωρεί κόστος όλα τα αναγκαία και ουσιαστικά μέτρα που μπορούν να συμβάλλουν στην επίλυση του σύνθετου ζητήματος, της κοινωνικής ένταξης των Ρομά  Ένα κράτος εχθρικό για όσα αναγκαία για να βελτιωθεί αποφασιστικά η ζωή της πλειοψηφίας του λαού μας είναι την ίδια στιγμή που γίνεται πάρα πολύ  Βλέπετε φιλικό και αποτελεσματικό  Μόνο για να εξυπηρετηθεί να εξυπηρετήσει τα κέρδη των λίγων των μεγάλων επιχειρηματικών ομίλων  Φίλες και φίλοι",corruption,infrastructure,other,cost of infrastructure,-0.6,0.75,0.0,0.2,0.3,0.5,0.0,0.0,"[['tempi river', 'location', '0.65'], ['roma', 'organization', '0.65']]","[['tempi river', 'location', '0.8'], ['roma', 'group of people', '0.7'], ['state', 'organization', '1.0'], ['public health', 'organization', '0.5'], ['railways', 'organization', '0.6'], ['big business groups', 'organization', '0.7'], ['friends', 'group of people', '0.4']]"
8," It has been shown that the problem is not addressed by some piecemeal measures, nor by various programmes advertised by the governments of the day, programmes that involve the various NGOs in this socially sensitive issue in order to hide the state's responsibility for solving this issue, which is ultimately a broader one.  Recognition that the social integration of Roma requires humane living conditions.  Inclusion of all in employment, modern housing conditions that will ensure the diffusion of the Roma within the whole of society and not some isolation in ghetto areas, requires a set of measures for their equal access to education that will address school dropout with state care, but also greater support.  of these children in the educational process, given the greater difficulties they face but all of them. "," Αποδείχτηκε ότι το πρόβλημα δεν αντιμετωπίζεται με κάποια αποσπασματικά μέτρα, ούτε με διάφορα προγράμματα που διαφημίζουν οι εκάστοτε κυβερνήσεις, προγράμματα που εμπλέκουν στο κοινωνικά ευαίσθητο αυτό θέμα τις διάφορες ΜΚΟ για να κρύβεται η κρατική ευθύνη για την επίλυση τελικά αυτού του ζητήματος είναι ευρύτερα  Δεκτό ότι η κοινωνική ένταξη των Ρομά απαιτεί ανθρώπινες συνθήκες ζωής  Ένταξη όλων στην εργασία, σύγχρονους όρους στέγασης που θα διασφαλίζει και τη διάχυση των Ρομά μέσα στο σύνολο της κοινωνίας και όχι κάποια απομόνωσή τους σε περιοχές γκέτο, απαιτεί ένα σύνολο μέτρων για την ισότιμη πρόσβασή τους στην εκπαίδευση που με κρατική μέριμνα θα αντιμετωπίζεται η σχολική διαρροή, αλλά και η μεγαλύτερη στήριξη  Αυτών των παιδιών μέσα στην εκπαιδευτική διαδικασία, δεδομένου των μεγαλύτερων δυσκολιών που αντιμετωπίζουν όμως όλα αυτά",employment,employment,roma community,roma integration,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,"[['roma', 'type', '1.0'], ['ngos', 'type', '1.0']]","[['ngos', 'organization', '0.6'], ['roma', 'group of people', '0.8'], ['society', 'group of people', '0.4'], ['state', 'organization', '0.5'], ['governments', 'political party', '0.4'], ['country', 'location', '0.5']]"
9," Which are a social right for all the people.  The current system of exploitation called capitalism is called capitalism and all the parties willing to manage it treat them as a very expensive commodity.  It turns out that this capitalist path, which stands as a basic obstacle to the social integration of the Roma, as well as an obstacle to the people's effort for a decent life, for a life with full rights, rights which, it must be said here, the Roma enjoyed along with all the people in the countries of socialism at that time.  When there was the socialist system where they lived, despite any difficulties or shortcomings that existed there of course, with this present system and the parties that serve it, we have to finally get rid of it.  We are saying this to pave the way for radical changes for the benefit of our people as a whole. "," Που αποτελούν κοινωνικό δικαίωμα για όλο το λαό  Το σημερινό σύστημα της εκμετάλλευσης που έχει όνομα καπιταλισμός λέγεται και όλα τα κόμματα που είναι πρόθυμα να τον διαχειριστούν, τα αντιμετωπίζουν ως ένα πανάκριβο εμπόρευμα  Αποδεικνύεται ότι αυτός ο καπιταλιστικός δρόμος που στέκεται και εμπόδιο βασικό στην κοινωνική ένταξη των Ρομά, όπως στέκεται και εμπόδιο συνολικά στην προσπάθεια του λαού για μια αξιοπρεπή ζωή για μια ζωή με πλήρη δικαιώματα, δικαιώματα τα οποία πρέπει να πούμε εδώ απολάμβαναν οι Ρομά μαζί με όλους τους λαούς στις χώρες του σοσιαλισμού τότε  Όταν υπήρχε το σοσιαλιστικό σύστημα όπου ζούσαν, παρά τις όποιες φυσικά και εκεί υπαρκτές δυσκολίες ή ελλείψεις με αυτό το σημερινό σύστημα και τα κόμματα που το υπηρετούν, πρέπει τελικά να ξεμπερδεύουμε  Λέμε εμείς για να ανοίξει ο δρόμος για ριζικές αλλαγές προς όφελος συνολικά όλου του λαού μας",social state,social state,working class,social rights,-0.7,0.8,0.0,0.2,0.1,0.75,0.0,0.0,"[['capitalism', 'organization', '2.0', 'roma', 'group', '0.9', 'socialism', 'organization', '0.8']]","[['roma', 'group of people', '1.0'], ['capitalism', 'organization', '1.0'], ['political party', 'organization', '0.6667'], ['socialism', 'organization', '0.6667'], ['countries of socialism', 'location', '1.0']]"
10," The issue of housing for the Roma, as for the entire Greek people.  It cannot be solved today by parties like SYRIZA that made electronic auctions of first homes and turned the mobilizations to prevent them into a personal offense that gave red loans to funds to the crows that opened the auctions for debts over 500 €.  It cannot be solved by parties like the New Democracy, which has retained and exploited all the legislative initiatives before SYRIZA and even extended them by opening up auctions for debts of €1 and above.  It cannot be solved by piecemeal measures that are reminiscent of rave logic, he explained, with the most typical example being the Roma loans that were given about 20 years ago to Roma families, but because they were unable to repay them, they are now threatened with auctions and their return to the camps again.  The KKE stands as a whole on the side of the thousands of working people who, because of this anti-people's policy, are on the blacklists of auctions; it stands against all Greek governments, the bourgeois state, the banks and the construction companies, the residents themselves and the.  Commodity they exploit.  The housing needs of our people as an object only of profitability, leading to the threat of auctioning even the first house. "," Το ζήτημα της στέγης των Ρομά, όπως και όλου του ελληνικού λαού  Δεν μπορούν να το λύσουν σήμερα κόμματα όπως ο ΣΥΡΙΖΑ που έκανε ηλεκτρονικούς πλειστηριασμούς πρώτης κατοικίας και μετέτρεψε τις κινητοποιήσεις για την αποτροπή τους σε ιδιώνυμο αδίκημα που έδωσε τα κόκκινα δάνεια στα funds στα κοράκια που άνοιξε τους πλειστηριασμούς για χρέη πάνω από 500 €  Δεν μπορούν να το λύσουν κόμματα όπως η νέα Δημοκρατία που διατήρησε και αξιοποιεί όλες τις νομοθετικές πρωτοβουλίες πριν του ΣΥΡΙΖΑ και μάλιστα τις επέκτεινε ανοίγοντας τους πλειστηριασμούς για χρέη από 1 € και πάνω  Δεν μπορούν να το λύσουν αποσπασματικά μέτρα που θυμίζουν τη λογική του ράβε Ξήλωνε με πιο χαρακτηριστικό παράδειγμα τα δάνεια Ρομ που δόθηκαν πριν από περίπου 20 χρόνια σε οικογένειες Ρομά που όμως επειδή δεν μπόρεσαν να τα αποπληρώσουν, σήμερα απειλούνται με πλειστηριασμούς και με επιστροφή τους και πάλι στους καταυλισμούς  Το ΚΚΕ στέκεται συνολικά στο πλευρό των χιλιάδων εργατικών λαϊκών ανθρώπων που βρίσκονται εξαιτίας αυτής της αντιλαϊκής πολιτικής στις μαύρες λίστες των πλειστηριασμών στέκεται απέναντι σε όλες τις ελληνικές κυβερνήσεις, στο αστικό κράτος, στις τράπεζες και τις κατασκευαστικές εταιρείες, στην ίδια την κάτοικοι  Εμπόρευμα που αξιοποιούν  Οι στεγαστικές ανάγκες του λαού μας σαν αντικείμενο μόνο κερδοφορίας, οδηγώντας στο να απειλείται με πλειστηριασμό ακόμα και η πρώτη κατοικία",housing,other,affordable housing,housing for roma people in greece,-0.8,0.9,0.5,0.4,0.2,0.9,0.2,0.1,"[['roma', 'organization', '1.0'], ['greek', 'nationality', '1.0'], ['syriza', 'political party', '1.0'], ['new democracy', 'political party', '1.0'], ['kke', 'political party', '1.0']]","[['roma', 'group of people', '1.0'], ['greek', 'country', '1.0'], ['syriza', 'political party', '1.0'], ['new democracy', 'political party', '1.0'], ['kke', 'organization', '1.0'], ['greek government', 'organization', '1.0'], ['bourgeois state', 'organization', '1.0'], ['banks', 'organization', '1.0'], ['construction companies', 'organization', '1.0']]"
